question,answer,subject,predicate,object
泰州市姜堰区经开集团有限公司的客户？,常州碧盛房地产开发有限公司,泰州市姜堰区经开集团有限公司,客户,常州碧盛房地产开发有限公司
凯迪生态环境科技股份有限公司的董事是？,贺佐智,凯迪生态环境科技股份有限公司,董事,贺佐智
福建百德置业有限公司的董事是？,白涛,福建百德置业有限公司,董事,白涛
姚勤的年龄是多少？,66,姚勤,年龄,66
李淼的年龄是？,45,李淼,年龄,45
江苏国信股份有限公司的分红方式是？,现金分红,江苏国信股份有限公司,分红方式,现金分红
上海融栩实业有限公司的违规类型是？,无,上海融栩实业有限公司,违规类型,无
杭州中策清泉实业有限公司的行业大类是？,寿险公司,杭州中策清泉实业有限公司,行业大类,寿险公司
王文聪的年龄多大？,29,王文聪,年龄,29
山西万景源房地产开发有限责任公司的董事？,郭爱民,山西万景源房地产开发有限责任公司,董事,郭爱民
赵立强的年龄？,37,赵立强,年龄,37
江苏保千里视像科技集团股份有限公司的董事是谁？,韦华,江苏保千里视像科技集团股份有限公司,董事,韦华
威海锦展置业有限公司的行业大类是多少？,寿险公司,威海锦展置业有限公司,行业大类,寿险公司
江西东旭投资集团有限公司的担保是哪个公司？,安徽白兔湖动力股份有限公司,江西东旭投资集团有限公司,担保,安徽白兔湖动力股份有限公司
马良杰的年龄？,56,马良杰,年龄,56
袁震的年龄是多少？,32,袁震,年龄,32
贺静云的年龄？,25,贺静云,年龄,25
浙江运发文化发展有限公司的行业大类是多少？,其他,浙江运发文化发展有限公司,行业大类,其他
珠海市金谷园投资有限公司的违规类型？,无,珠海市金谷园投资有限公司,违规类型,无
潍坊德利信房地产开发有限公司的违规类型是多少？,无,潍坊德利信房地产开发有限公司,违规类型,无
张家港建祥房地产开发有限公司的信用评级是多少？,差,张家港建祥房地产开发有限公司,信用评级,差
太原星光城房地产开发有限公司的债券类型是？,定向工具,太原星光城房地产开发有限公司,债券类型,定向工具
南昌赣鄱珍奇植物园有限公司的信用评级是啥？,优,南昌赣鄱珍奇植物园有限公司,信用评级,优
厦门金鹭硬质合金有限公司的收益是多少？,3752384,厦门金鹭硬质合金有限公司,收益,3752384
郴州市金贵银业股份有限公司的董事？,张洪民,郴州市金贵银业股份有限公司,董事,张洪民
山西漳泽电力股份有限公司的监事是谁？,张大庆,山西漳泽电力股份有限公司,监事,张大庆
冯鑫的年龄多大？,29,冯鑫,年龄,29
王军的年龄多大？,44,王军,年龄,44
杭州滨碌企业管理有限公司的信用评级？,优,杭州滨碌企业管理有限公司,信用评级,优
王继军的年龄是多少？,60,王继军,年龄,60
南京纺织品进出口股份有限公司的行业大类是啥？,寿险公司,南京纺织品进出口股份有限公司,行业大类,寿险公司
唐林林的年龄多大？,59,唐林林,年龄,59
尹武业的年龄多大？,67,尹武业,年龄,67
曹焰的年龄是？,69,曹焰,年龄,69
重庆市清江实业（集团）有限公司的分红方式？,送股,重庆市清江实业（集团）有限公司,分红方式,送股
陈建远的年龄多大？,39,陈建远,年龄,39
中国人寿保险股份有限公司的收入是多少？,3799132,中国人寿保险股份有限公司,收入,3799132
杭州滨奇投资管理有限公司的信用评级是什么？,暂无评级,杭州滨奇投资管理有限公司,信用评级,暂无评级
周恒友的年龄多大？,36,周恒友,年龄,36
孙鲁安的年龄多大？,40,孙鲁安,年龄,40
珠海市金谷园投资有限公司的分红方式？,转增,珠海市金谷园投资有限公司,分红方式,转增
南京招平利盛投资有限公司的信用评级是多少？,差,南京招平利盛投资有限公司,信用评级,差
杭州滨讯企业管理有限公司的供应商是哪个公司？,冠福控股股份有限公司,杭州滨讯企业管理有限公司,供应商,冠福控股股份有限公司
沈阳机床股份有限公司的行业大类？,资产管理公司,沈阳机床股份有限公司,行业大类,资产管理公司
东莞勤上光电股份有限公司的监事？,杨红,东莞勤上光电股份有限公司,监事,杨红
齐鲁动物保健品有限公司的违规类型？,未及时披露公司重大事件,齐鲁动物保健品有限公司,违规类型,未及时披露公司重大事件
田阡的年龄多大？,44,田阡,年龄,44
浙江天工建设集团有限公司的行业大类是？,投资公司,浙江天工建设集团有限公司,行业大类,投资公司
刘立存的年龄？,53,刘立存,年龄,53
林州重机集团股份有限公司的监事？,李荣,林州重机集团股份有限公司,监事,李荣
四川省精华房地产开发有限公司的分红方式是多少？,转增,四川省精华房地产开发有限公司,分红方式,转增
王刚的年龄是？,37,王刚,年龄,37
肖跃波的年龄是多少？,38,肖跃波,年龄,38
许世永的年龄多大？,33,许世永,年龄,33
南京锦凡置业有限公司的分红方式是啥？,转增,南京锦凡置业有限公司,分红方式,转增
李大明的年龄是？,43,李大明,年龄,43
乐山国有资产投资运营（集团）有限公司的行业大类是？,证券公司,乐山国有资产投资运营（集团）有限公司,行业大类,证券公司
福建众和股份有限公司的监事是？,徐文玉,福建众和股份有限公司,监事,徐文玉
广州合景控股集团有限公司的供应商是谁？,杭州滨纷企业管理有限公司,广州合景控股集团有限公司,供应商,杭州滨纷企业管理有限公司
云南路桥股份有限公司的担保？,青岛润通铭苑置业有限公司,云南路桥股份有限公司,担保,青岛润通铭苑置业有限公司
深圳康悦实业有限公司的信用评级是什么？,差,深圳康悦实业有限公司,信用评级,差
重庆世纪金马实业（集团）有限公司的行业大类是什么？,其他,重庆世纪金马实业（集团）有限公司,行业大类,其他
高密市国有资产管理有限公司的收益是多少？,4873779,高密市国有资产管理有限公司,收益,4873779
河南嵩基房地产有限公司的债券类型是什么？,中期票据,河南嵩基房地产有限公司,债券类型,中期票据
宁波市赫雅商务服务有限公司的违规类型？,无,宁波市赫雅商务服务有限公司,违规类型,无
周锋的年龄是多少？,52,周锋,年龄,52
西安航融实业发展有限公司的行业大类是多少？,资产管理公司,西安航融实业发展有限公司,行业大类,资产管理公司
翁方造的年龄是多少？,59,翁方造,年龄,59
南京飞燕活塞环股份有限公司的行业大类是啥？,资产管理公司,南京飞燕活塞环股份有限公司,行业大类,资产管理公司
温州瑞乾置业有限公司的分红方式是？,现金分红,温州瑞乾置业有限公司,分红方式,现金分红
罗观华的年龄是多少？,26,罗观华,年龄,26
常州牡丹弘都房地产有限公司的债券类型是啥？,可交换债券,常州牡丹弘都房地产有限公司,债券类型,可交换债券
安阳钢铁股份有限公司的分红方式？,转增,安阳钢铁股份有限公司,分红方式,转增
苏州锐鸣企业管理有限公司的信用评级是啥？,优,苏州锐鸣企业管理有限公司,信用评级,优
四川东辰（集团）股份有限公司的债券类型？,可转换债券,四川东辰（集团）股份有限公司,债券类型,可转换债券
俞丹平的年龄是多少？,59,俞丹平,年龄,59
丁毓琨的年龄是？,51,丁毓琨,年龄,51
太原市龙城发展投资集团有限公司的董事是？,徐尹生,太原市龙城发展投资集团有限公司,董事,徐尹生
协鑫集成科技股份有限公司的董事是？,薛峰,协鑫集成科技股份有限公司,董事,薛峰
华锐风电科技（集团）股份有限公司的董事？,马忠,华锐风电科技（集团）股份有限公司,董事,马忠
陆文俊的年龄是多少？,65,陆文俊,年龄,65
宁波凯铭置业有限公司的客户是？,重庆市黔江区旅游投资开发有限公司,宁波凯铭置业有限公司,客户,重庆市黔江区旅游投资开发有限公司
汝南县天中投资有限公司的收益是多少？,4986882,汝南县天中投资有限公司,收益,4986882
张重庆的年龄？,44,张重庆,年龄,44
广东冠粤路桥有限公司的违规类型是多少？,无,广东冠粤路桥有限公司,违规类型,无
霸州市孔雀海房地产开发有限公司的信用评级是？,差,霸州市孔雀海房地产开发有限公司,信用评级,差
唯品会（中国）有限公司的信用评级是啥？,差,唯品会（中国）有限公司,信用评级,差
北汽福田汽车股份有限公司的违规类型是？,无,北汽福田汽车股份有限公司,违规类型,无
重庆广建装饰股份有限公司的董事是？,张志明,重庆广建装饰股份有限公司,董事,张志明
江西长运股份有限公司的监事？,杨帆,江西长运股份有限公司,监事,杨帆
河南龙宇房地产开发有限公司的供应商是哪家公司？,福鼎宏筑置业有限公司,河南龙宇房地产开发有限公司,供应商,福鼎宏筑置业有限公司
康得新复合材料集团股份有限公司的监事是谁？,袁媛,康得新复合材料集团股份有限公司,监事,袁媛
长江精工钢结构（集团）股份有限公司的监事是？,刘中华,长江精工钢结构（集团）股份有限公司,监事,刘中华
杭州胜意实业发展有限公司的分红方式是多少？,转增,杭州胜意实业发展有限公司,分红方式,转增
重庆建工集团股份有限公司的董事？,石怀强,重庆建工集团股份有限公司,董事,石怀强
河北昊科房地产开发有限责任公司的监事是？,师耀强,河北昊科房地产开发有限责任公司,监事,师耀强
朱元祥的年龄多大？,67,朱元祥,年龄,67
张云琦的年龄多大？,33,张云琦,年龄,33
新大洲控股股份有限公司的监事是谁？,赵蕾,新大洲控股股份有限公司,监事,赵蕾
冯新状的年龄是多少？,23,冯新状,年龄,23
丁保华的年龄多大？,35,丁保华,年龄,35
张立民的年龄是多少？,63,张立民,年龄,63
凯迪生态环境科技股份有限公司的董事是？,张荣芳,凯迪生态环境科技股份有限公司,董事,张荣芳
揭阳市和越实业有限公司的供应商？,秦皇岛兴龙房地产集团有限公司,揭阳市和越实业有限公司,供应商,秦皇岛兴龙房地产集团有限公司
陕西太华旅游索道公路有限公司的分红方式是？,不分配,陕西太华旅游索道公路有限公司,分红方式,不分配
杭州夏宇房地产开发有限公司的客户？,甘肃宏良皮业股份有限公司,杭州夏宇房地产开发有限公司,客户,甘肃宏良皮业股份有限公司
